Link,Huurprijs,Locatie,m2,Kamers,Interieur,Huurovereenkomst,Type woning,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Omschrijving tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving
https://www.pararius.com/apartment-for-rent/waalre/1413cb93/trolliuslaan,"€1,750 per month",5582 GM (Voldijn),66 m²,3 rooms,Upholstered,Unlimited period,,2025,1,Shower,Present,Not present,,A++++,Present,No,,Yes,"Description
In the centre of the church village of Aalst, 18 beautiful and luxurious rental apartments with storage space and parking.
The 2 bedroom flats will be finished to a high standard in terms of sanitary facilities and a fully fitted kitchen with the kitchen appliances.
A practical PVC floor has been chosen for the floor finish. The appartments are fully insulated and have been assigned with energy label A+++.
For the future occupant, this means minimal energy consumption.
SET UP:
Spacious entrance hall with meter cupboard.
Luxuriously tiled toilet room with wall closet and hand basin.
Spacious master bedroom.
Second bed/study room.
Luxuriously finished bathroom with walk-in shower and fixed washbasin.
Spacious storage room utility room where the units for air conditioning and heating are placed, also the connection for a washing machine/dryer can be found here.
Spacious living room and contemporary open kitchen.
The terrace can be accessed from the living room.
The fully fitted kitchen is luxurious and equipped with a built-in fridge
cooking hob, extractor hood, and dishwasher.
CONDITIONS
· Please note: we are not able to schedule a viewing via the phone, if you would like to attend a viewing, please fill-out the form on the webpage.
· Rental price is excluding gas/water/electricity & internet/tv.
· Rental price is excluded monthly prepayment service cost of € 80,-
· Deposit 1 month rent.
· Income requires 3 month’s rent
· Rental period minimal 12 months
· Soft furnished (Some ceiling lights excluded)
· No pets allowed
· No smoking allowed
· We don't charge any kind of costs to the tenant for the rental mediation and the conclusion of a rental agreement"
https://www.pararius.com/apartment-for-rent/delft/9146d9c1/martinus-nijhofflaan,"€1,315 per month",2624 MH (Poptahof-Zuid),57 m²,2 rooms,Upholstered,,,2017,1,"Cable TV
Lift
Mechanical ventilation
Toilet
Laundry room",Present,,,A++,Present,Yes,Garage,No,"Description
Located on the 2th floor! Pictures are for impression!
In 2017 build superbly unfurnished 1 bedroom apartment with balcony, separate storage room in the basement, private parking and elevator!
Who does not want to live in Delft? Located above De Hoven Passage shopping center and 10 minutes cycling from the beautiful historic center.
Secured entrance with mailbox, intercom and access to elevator or stairs.
Description:
Entrance apartment. Spacious hallway. Separate toilet with wash basin.
Bright living room with open kitchen equipped with built-in appliances. Throughout the living room you have access to the balcony.
One spacious bedroom with access to the bathroom with walk-in shower, washbasin with mirror.
Remarks:
Rental price is excluding gas, water and electricity, teleivision/internet and municipality taxes
Double glazing
Laminate flooring
Minimum rental period 12 months
Parking € 107,77 per month (mandatory in case you own a car)
Service charge € 55.00 per month
Shared bicycle storage available
Energylabel A++;
External storage present;"
https://www.pararius.com/house-for-rent/harlingen/dea069a2/schokkerhof,"€1,295 per month",8862 PL (Oosterpark),126 m²,5 rooms,,Unlimited period,,1983,1,"Attic
Terrace
Toilet",Not present,Present,,A,,No,,No,"Description
Conveniently located house with garden for rent in Harlingen with 4 bedrooms in the Oosterpark district."
https://www.pararius.com/apartment-for-rent/heerenveen/b2cf78d1/gedempte-molenwijk,€395 per month,8442 BG (Centrum),17 m²,1 room,,Unlimited period,,1910,2,"Terrace
Toilet",Present,Not present,,A,,No,,No,"Description
Pleasant apartment with balcony for rent in Heerenveen in the Centrum district."
https://www.pararius.com/room-for-rent/eindhoven/1fd34dea/eckartseweg-zuid,€495 per month,5623 PC (Oude Toren),11 m²,1 room,Furnished,Temporary rental,,,,,Not present,Not present,,,Not present,No,,No,"Description
Only available for 6 months!
For rent this furnished room, located within walking distance of TU/e and Fontys University. The house is located within 5-10 minutes by bicycle towards the city center of Eindhoven. Facilities such as a bathroom and kitchen are shared with the other tenants.
The house has a kitchen, 2 bathrooms and 2 toilets which are shared with 8 other housemates.
The rental price includes:
Internet
Advance payment gas, water and electricity
Cleaning of the common areas
Deposit EUR 495,00
Please feel free to contact our office for any additional questions or to schedule a viewing."
https://www.pararius.com/apartment-for-rent/den-haag/c4b45f7c/stationsweg,,,63 m²,3 rooms,Upholstered,,,,,,,,,,,,,,
https://www.pararius.com/house-for-rent/leiderdorp/d9d8209a/buitendijklaan,"€2,800 per month",2353 VP (Buitenhof-Midden-West),137 m²,5 rooms,Upholstered,,,1991,1,"Bath
Cable TV
Dormer
Sauna
Shower
Skylight
Sliding doors
Storage space
Toilet
Laundry room",Present,"Present (54 m², located on the east)","achtertuin, voortuin, zijtuin, zonneterras",,,Yes,Public,Yes,"Description
Detached family house with garage, carport and sunny garden. Very conveniently located in a beautiful and green residential area near park, schools and shops.
Various facilities are within walking/cycling distance, such as bowling, fitness, Park De Houtkamp with Brasserie Park and Heemtuin and sports park De Bloemerd. Bus stops to various directions, such as a fast connection to Leiden central train station, are within walking distance. Major roads (A4 Amsterdam/Schiphol/The Hague and N11 Utrecht - Gouda - Alphen aan den Rijn) are easily and quickly accessible. The center of Leiden is approximately 15 minutes by bike and easily accessible by public transport. There is (free) parking in the immediate vicinity.
Layout: Entrance hall with toilet and meter cupboard.
Spacious, bright and extended living room with tiled floor with underfloor heating, fireplace and sliding doors to the garden. Practical kitchen with appliances and large bay window.
1st floor: Landing, bathroom with bath, separate shower, toilet and cupboards. Three spacious bedrooms and balcony at the front. This entire floor has laminate flooring.
2nd floor: Landing with storage, sauna, central heating, washing machine and dryer.
Beautiful and spacious 4th bedroom with large dormer, parquet flooring and storage space.
The house is fully furnished and available immediately. Not suitable for sharing."
https://www.pararius.com/apartment-for-rent/leiden/5d4d8d62/pieterskerk-choorsteeg,"€2,250 per month",2311 TR (Pieterswijk),105 m²,3 rooms,Upholstered,,,2019,2,"Cable TV
Shower
Storage space
Toilet
Laundry room",Not present,"Present (100 m², located on the west)",achtertuin,,,,,No,"Description
Characteristic and spacious apartment on the 1st floor of a beautifully renovated monumental building in the very heart of the historical center of town.
The renovation of the building has been done to the highest level of quality and luxury.
The building has a large shared garden and bicycle storage.
Lay-out: Shared entrance hall with and staircase;
Entrance apartment on the 1st floor: Spacious and bright hallway with toilet, 2 large build in cupboards and a laundry space, bedroom with a luxurious shower room. Large and beautiful living with high windows with a view over the garden and a parquet floor, luxurious kitchen with all appliances and door with stairs to the garden.
2nd floor: Spacious and bright bedroom with many build in wardrobes and bathroom with shower and toilet.
The apartment comes partly/semi furnished and has a parquet floor in the living room.
Total floor space 105m2. Available from 1 December.
NOT SUITABLE FOR PEOPLE WHO WANT TO SHARE."
https://www.pararius.com/apartment-for-rent/monster/4373ec77/jan-verrijt,"€2,100 per month",2681 ZZ (Zwartenhoek),88 m²,4 rooms,Shell,Unlimited period,,2023,1,Shower,Present,Not present,,A,Present,Yes,On private land,No,"Description
Lovely apartment with balcony for rent in Monster with 4 bedrooms in the Zwartenhoek district."
https://www.pararius.com/room-for-rent/tilburg/13e993af/oeverstraat,€550 per month,5021 PH (Zeeheldenbuurt),16 m²,1 room,,,,,,,Not present,Not present,,,Not present,No,,No,"Description
Pleasant room for rent in Tilburg in the Zeeheldenbuurt district."
https://www.pararius.com/house-for-rent/son-en-breugel/c418d8f8/van-gentlaan,"€1,900 per month",5694 SC ('t Eigen en Hoogstraat),127 m²,5 rooms,Upholstered,Unlimited period,,1967,1,"Bath
Shower
Toilet",Not present,Present,,B,Not present,Yes,On private land,No,"Description
Type: corner house
Location: 't Eigen / Son en Breugel
Very nice high-quality corner house located on a beautiful plot of 319 m2. The house has a large front garden with unobstructed views, private driveway and a very large garage / hobby room with heating. The house is centrally located in the immediate vicinity of a shopping center / supermarket, various sports facilities, primary schools, a playground and a bus stop.
Global layout:
Hall with toilet with sink, meter cupboard, stairs cupboard and stairs to the 1st floor.
Sunny living room with a beautiful slate floor with underfloor heating (except the bay window) and attractive pellet stove. The living room has an electric screen at the rear as well as an electrically operated sun canopy. The kitchen is equipped with all desired equipment such as a refrigerator, freezer, combi microwave, dishwasher and 4-burner gas hob.
1st floor: Landing with access to three bedrooms and the bathroom. Two spacious bedrooms, 1 with a washbasin. Third smaller room which can be used as a baby or study. This room has a fixed cupboard wall with LED lighting.
Neat bathroom with a corner bath, separate shower, toilet and sink.
2nd floor: Attic with air-conditioning unit, storage space under the sloping side of the hood, laundry / storage / central heating room with skylight and HR combination boiler.
Fourth bedroom with velux skylight and dormer over the full width.
All bedrooms have electrically operated blinds.
Private backyard located on the west, with a pond, covered terrace with lighting, shelter next to the house and a gate to the entrance.
Extra large garage / hobby room located on the back of the plot, with heating by gas stove (2015), water, kitchen, electricity, door to the garden and garage / patio doors to the entrance on the street side.
The rent is excluding gas, water and electricity consumption, municipal taxes and television / internet subscription.
Minimum rental period: 12 months."
