Link,Huurprijs,Prijs details,Locatie,m2,Kamers,Specificaties,Huurovereenkomst,Bouwjaar,Badkamers,Faciliteiten,Balkon,Tuin,Energie label,Opslag,Parkeren,Type parkeerplaats,Garage,Beschrijving,Verzoek,Tuin m2,Buurt,Stad,Gemiddelde WOZ,Punten oppervlakte,Punten verwarming,Punten sanitair,Punten buitenruimten,Punten energie,Punten parkeerruimten,Punten keuken,Punten WOZ,COROP,Punten,Punten WOZ max,Punten zonder CAP
https://www.pararius.com/room-for-rent/maastricht/51c10930/endepolsdomein,1343.0,"Includes: Electricity, Gas, Internet, Service costs, Water",6229 EM,77.0,1,,Temporary rental,0.0,1.0,"Bath
Internet connection
Sewer connection
Toilet",Not present,Not present,,Not present,No,,No,"Description
Sleep, meet, study, work, exercise or catch a movie? You don't need to step outside; it’s all about being relax-Ed. With us, you'll definitely feel at home, which is why we call you -Eddy.
Renting and sharing an apartment with a friend? The fully furnished 'Duplex' apartment in the modernized campus complex The Ed has two floors with two bedrooms with double beds (140x200), including mattresses, desks with chairs, sofa, sufficient storage and wardrobes, high-speed internet and a balcony. Together you share a luxury kitchen (with built-in appliances), toilet, bathroom with bath and sink. The apartment is located on the ground floor (east and west side).
The Ed offers 182 residential units and well-thought-out study areas, a Miele laundry, a bicycle shed and social areas, including a cinema, fitness room, lounges, an inner garden and a lift. The common areas are of course cleaned. It is located in the Randwyck district within walking distance of several faculties of Maastricht University, the station and the city center.
Will you be our new -Eddy? For more information, visit www.******.
PLEASE NOTE: This 2p apartment is available for short stay rentals, ideal for a stay until 31-07-2025.",False,,Randwyck,maastricht,216000.0,72.1875,3,4.0,-5.0,0,0,0.0,26.249758974649804,False,100.44,26.249758974649804,100.43725897464981
https://www.pararius.com/room-for-rent/maastricht/5c0883ed/endepolsdomein,1343.0,"Includes: Electricity, Gas, Internet, Service costs, Water",6229 EM,78.0,1,,Temporary rental,0.0,1.0,"Bath
Internet connection
Sewer connection
Toilet",Not present,Not present,,Not present,No,,No,"Description
Sleep, meet, study, work, exercise or catch a movie? You don't need to step outside; it’s all about being relax-Ed. With us, you'll definitely feel at home, which is why we call you -Eddy.
Renting and sharing an apartment with a friend? The fully furnished 'Duplex' apartment in the modernized campus complex The Ed has two floors with two bedrooms with double beds (140x200), including mattresses, desks with chairs, sofa, sufficient storage and wardrobes, high-speed internet and a balcony. Together you share a luxury kitchen (with built-in appliances), toilet, bathroom with bath and sink. The apartment is located on the ground floor (east and west side).
The Ed offers 182 residential units and well-thought-out study areas, a Miele laundry, a bicycle shed and social areas, including a cinema, fitness room, lounges, an inner garden and a lift. The common areas are of course cleaned. It is located in the Randwyck district within walking distance of several faculties of Maastricht University, the station and the city center.
Will you be our new -Eddy? For more information, visit www.******.
PLEASE NOTE: This 2p apartment is available for short stay rentals, ideal for a stay until 31-07-2025.",False,,Randwyck,maastricht,216000.0,73.125,3,4.0,-5.0,0,0,0.0,26.092710782667112,False,101.22,26.092710782667112,101.21771078266711
https://www.pararius.com/room-for-rent/maastricht/a20613a4/endepolsdomein,1343.0,"Includes: Electricity, Gas, Internet, Service costs, Water",6229 EM,78.0,1,,Temporary rental,0.0,1.0,"Bath
Internet connection
Sewer connection
Toilet",Not present,Not present,,Not present,No,,No,"Description
Sleep, meet, study, work, exercise or catch a movie? You don't need to step outside; it’s all about being relax-Ed. With us, you'll definitely feel at home, which is why we call you -Eddy.
Renting and sharing an apartment with a friend? The fully furnished 'Duplex' apartment in the modernized campus complex The Ed has two floors with two bedrooms with double beds (140x200), including mattresses, desks with chairs, sofa, sufficient storage and wardrobes, high-speed internet and a balcony. Together you share a luxury kitchen (with built-in appliances), toilet, bathroom with bath and sink. The apartment is located on the ground floor (north and south side).
The Ed offers 182 residential units and well-thought-out study areas, a Miele laundry, a bicycle shed and social areas, including a cinema, fitness room, lounges, an inner garden and a lift. The common areas are of course cleaned. It is located in the Randwyck district within walking distance of several faculties of Maastricht University, the station and the city center.
Will you be our new -Eddy? For more information, visit www.******.
PLEASE NOTE: This 2p apartment is available for short stay rentals, ideal for a stay until 31-07-2025.",False,,Randwyck,maastricht,216000.0,73.125,3,4.0,-5.0,0,0,0.0,26.092710782667112,False,101.22,26.092710782667112,101.21771078266711
https://www.pararius.com/room-for-rent/maastricht/c69b11e2/endepolsdomein,1343.0,"Includes: Electricity, Gas, Internet, Service costs, Water",6229 EM,78.0,1,,Temporary rental,0.0,1.0,"Bath
Internet connection
Sewer connection
Toilet",Not present,Not present,,Not present,No,,No,"Description
Sleep, meet, study, work, exercise or catch a movie? You don't need to step outside; it’s all about being relax-Ed. With us, you'll definitely feel at home, which is why we call you -Eddy.
Renting and sharing an apartment with a friend? The fully furnished 'Duplex' apartment in the modernized campus complex The Ed has two floors with two bedrooms with double beds (140x200), including mattresses, desks with chairs, sofa, sufficient storage and wardrobes, high-speed internet and a balcony. Together you share a luxury kitchen (with built-in appliances), toilet, bathroom with bath and sink. The apartment is located on the ground floor (east and west side).
The Ed offers 182 residential units and well-thought-out study areas, a Miele laundry, a bicycle shed and social areas, including a cinema, fitness room, lounges, an inner garden and a lift. The common areas are of course cleaned. It is located in the Randwyck district within walking distance of several faculties of Maastricht University, the station and the city center.
Will you be our new -Eddy? For more information, visit www.******.
PLEASE NOTE: This 2p apartment is available for short stay rentals, ideal for a stay until 31-07-2025.",False,,Randwyck,maastricht,216000.0,73.125,3,4.0,-5.0,0,0,0.0,26.092710782667112,False,101.22,26.092710782667112,101.21771078266711
https://www.pararius.com/apartment-for-rent/rotterdam/700298de/kleiweg,1375.0,,3051 XR,55.0,2,,Temporary rental,2000.0,1.0,"Shower
Laundry room",,"Present (30 m², located on the north)",G,,Yes,Permit,,"Description
Requirements for this property:
Pets are not allowed
Maximum 2 person(s)
Also available for students with a guarantor
If you do not meet the income requirements, it is also possible to rent this property if you have a guarantor.
For rent:
Also available for students with guarantor.
A nicely furnished 1-bedroom apartment located on the ground floor with a lovely back garden.The apartment is very well nearby exit roads, shops and public transport.The living room is located at the front and the bedroom is at the rear, which has French doors to the beautiful garden.The kitchen, shower and toilet can be reached via the hall. The kitchen is located separately and also gives access to the garden.
Ground floor:
Hall (4.00 m x 0.85 m) 3.40 m2
Livingroom (6.20 m x 3.15 m) 19.53 m2
Bedroom 1 (4.45 m x 3.15 m) 14.02 m2
Kitchen (2.35 m x 1.75 m) 4.11 m2
Bathroom (1.70 m x 0.85 m) 1.45 m2
Laundry/Storage room (1.60 m x 0.90 m) 1.44 m2
Garden (5.80 m x 4.70 m) 27.26 m2
Storage (2.80 m x 2.30 m) 6.44 m2",False,30.0,Hillegersberg Zuid,rotterdam,414000.0,51.5625,6,8.0,12.5,-15,0,0.0,60.870186581976974,False,103.96,40.897786572052404,123.93268658197698
https://www.pararius.com/apartment-for-rent/deventer/02812f02/boterstraat,1270.0,,7411 DA,80.0,3,,,1970.0,1.0,,Present,,G,,,,,"Description
Apartment with balcony for rent in Deventer in the Centrum district.",False,,Centrum,deventer,272000.0,75.0,9,4.0,2.0,-15,0,0.0,32.8471615720524,False,107.85,32.8471615720524,107.8471615720524
https://www.pararius.com/apartment-for-rent/utrecht/66990a42/van-heuven-goedhartlaan,1200.0,Excludes: Service costs,3527 CK,29.0,2,,Unlimited period,1967.0,1.0,"Lift
Internet connection
Shower
Toilet",Present,Not present,C,Not present,Yes,Public,No,"Description
Comfortable apartment with balcony for rent in Utrecht with 1 bedroom in the Kanaleneiland-Noord district.",False,,Kanaleneiland-Noord,utrecht,293000.0,27.1875,6,8.0,2.0,22,0,0.0,64.1198614666466,False,107.86,42.671429283993376,129.3073614666466
https://www.pararius.com/apartment-for-rent/tilburg/18f240e6/offenbachstraat,1400.0,,5011 EH,76.0,4,,,1972.0,1.0,,,,,,,,,"Description
Beautiful apartment for rent in Tilburg with 2 bedrooms in the Heikant Oost district.",False,,Heikant Oost,tilburg,302000.0,71.25,12,4.0,0.0,-15,0,0.0,37.352332797058146,False,108.42,36.168769823029194,109.60233279705815
https://www.pararius.com/apartment-for-rent/den-haag/3ba4a30a/daguerrestraat,1200.0,"Includes: Service costs, Water",2561 TX,40.0,2,,Temporary rental,1904.0,1.0,"Shower
Toilet",Not present,,D,,,,,"Description
Apartment for rent in Den Haag with 1 bedroom in the Koningsplein en omgeving district.",False,,Koningsplein en omgeving,den haag,398000.0,37.5,6,8.0,0.0,14,0,0.0,70.44978165938865,False,110.36,44.863427947598254,135.94978165938863
https://www.pararius.com/apartment-for-rent/den-haag/30f3637c/gevers-deynootplein,1230.0,Includes: Service costs,2586 CR,62.0,2,,,1981.0,1.0,,Not present,,,,,,,"Description
Fully furnished 1 bedroom apartment located in Scheveningen, The Hague, with beautiful sea views. This modern apartment offers a comfortable living space in one of the most desirable areas, with the beach, shops and restaurants within walking distance. Ideal for those who enjoy living by the sea and the convenience of local amenities.
Layout: The apartment is located in a well-maintained building with a shared entrance equipped with a doorbell panel and mailboxes. Upon entering, the hallway provides access to all rooms. The spacious living room is beautifully decorated and features large windows that offer breathtaking sea views. The room is equipped with a comfortable seating area and a dining table, making it an inviting space to relax or entertain guests. The kitchen is fully equipped with modern appliances such as a refrigerator, oven, electric hob, dishwasher and microwave, providing everything for cooking and convenience. The bedroom is cozy and well furnished, with a double bed and ample closet space. Large windows let in natural light and enhance the calm and comfortable atmosphere. The bathroom is fully tiled in a modern style and features a walk-in shower, wash basin with storage and a heated towel rail. The apartment also has a separate laundry room with a washing machine and dryer for added convenience. Deposit: 1 month's rent Rental period: approx 1 year Target group: 1 person or a couple of which at least 1 person is a student.",False,,Scheveningen Badplaats,den haag,406000.0,58.125,6,8.0,0.0,-4,0,1.5,55.59557684180871,False,110.95,41.322790357796876,125.22057684180871
https://www.pararius.com/apartment-for-rent/roosendaal/d3ba553a/molenstraat,1395.0,Excludes: Service costs,4701 JZ,67.0,2,,Temporary rental,1920.0,1.0,,Not present,Not present,D,Present,No,,No,"Description
928499
Attention! You can only request a viewing online via this website.
Please state the following information in your viewing request:
1. Number of adults who will live in the house
2. Number of children who will live in the house
3. Do you have pets, if so? Which?
4. The joint net monthly income
5. Can you pay an increased deposit, if so? How much?
6. The reason for moving
7. By when you want to move into the house
************************************************
Description provided by lessor and conditions:
Rental price
The rental price is excluding gas/water/electricity, but including service costs.
Deposit
At the start of the rental agreement, a deposit is required.
The apartment will be rented through 'Overbruggingsverhuur'. Overbruggingsverhuur provides a temporary rental agreement for properties. There is no waiting list and we offer well-kept houses for an affordable rent.
Rental period
The rental period is 12 months.
General information
In order to rent an Overbruggingsverhuur rental house, the tenant has to meet certain conditions. A summary of these conditions is outlined below.
Conditions regarding house hold income
To meet the income requirement, your net income will need to be approx. 3 times the rental price. Any other payment commitments (for example debt collection agency) will be deducted from the house hold income. Another possibility to meet this requirement is to pay a higher deposit.
Questions about the property?
You can contact the landlord for all these questions.
************************************************
Register gas and electricity?
When allocating the house, the utilities must be registered in the name of the tenant. By responding to a property, a candidate tenant / interested party also gives permission to be informed through us of the cheapest energy suppliers.
Disclaimer
Er kunnen geen rechten worden ontleend aan de aangeboden informatie. Indien u zekerheid wenst te hebben over de verstrekte informatie en de actualiteit daarvan, dient u contact op te nemen met Overbruggingsverhuur (huren@). Overbruggingsverhuur kan niet aansprakelijk worden gesteld voor eventuele gevolgen of schade verband houdende met de aangeboden informatie.",False,,Centrum-Oud,roosendaal,229000.0,62.8125,6,4.0,-5.0,14,0,0.0,29.92537313432836,False,111.74,29.92537313432836,111.73787313432837
